keystone_run_id,keystone_team_id,completed_at,season,mythic_level,keystone_time_ms,faction,dungeon_name,dungeon_short_name,dungeon_slug,dungeon_patch,modifier_1,modifier_2,modifier_3,tank_name,tank_race,tank_race_id,tank_class,tank_class_id,tank_spec,tank_spec_id,tank_ilvl,healer_name,healer_race,healer_race_id,healer_class,healer_class_id,healer_spec,healer_spec_id,healer_ilvl,dps_1_name,dps_1_race,dps_1_race_id,dps_1_class,dps_1_class_id,dps_1_spec,dps_1_spec_id,dps_1_ilvl,dps_2_name,dps_2_race,dps_2_race_id,dps_2_class,dps_2_class_id,dps_2_spec,dps_2_spec_id,dps_2_ilvl,dps_3_name,dps_3_race,dps_3_race_id,dps_3_class,dps_3_class_id,dps_3_spec,dps_3_spec_id,dps_3_ilvl,clear_time_ms
13947866,402370042,2026-04-17 23:26:55+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Rawillinen,Highmountain Tauren,28,Druid,11,Guardian,104,278.375,Rappotosor,Gnome,7,Priest,5,Discipline,256,276.375,Dhgan,Blood Elf,10,Demon Hunter,12,Devourer,1480,276.438,Thickneck,Dracthyr,52,Evoker,13,Augmentation,1473,268.75,Justih,Void Elf,29.0,Hunter,3.0,Marksmanship,254.0,279.438,1510038
13956994,402378168,2026-04-17 23:31:04+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Лоретодх,Void Elf,29,Demon Hunter,12,Vengeance,581,279.0,Асябазука,Blood Elf,10,Monk,10,Mistweaver,270,281.0,Lockdotbowie,Void Elf,29,Warlock,9,Demonology,266,279.0,Dragonish,Dracthyr,52,Evoker,13,Augmentation,1473,253.0,Lamineyamal,Orc,2.0,Death Knight,6.0,Unholy,252.0,279.0,1558458
13949443,402371441,2026-04-17 23:32:27+00:00,season-mn-1,16,1800999,alliance,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Holgermonk,Dwarf,3,Monk,10,Brewmaster,268,276.188,Lexiyara,Dwarf,3,Shaman,7,Restoration,264,279.438,Oyst,Void Elf,29,Rogue,4,Assassination,259,281.312,Fugymykruggy,Dwarf,3,Priest,5,Shadow,258,279.062,Toýmaker,Night Elf,4.0,Warrior,1.0,Arms,71.0,281.25,1433933
13950905,402372760,2026-04-17 23:35:39+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Kraahl,Highmountain Tauren,28,Monk,10,Brewmaster,268,278.562,Kâyt,Night Elf,4,Druid,11,Restoration,105,276.875,Rosidragon,Dracthyr,70,Evoker,13,Augmentation,1473,280.062,Jennynorman,Night Elf,4,Demon Hunter,12,Devourer,1480,277.438,Demonhigh-186736872,Human,1.0,Death Knight,6.0,Unholy,252.0,278.375,1502395
13974218,402393375,2026-04-17 23:40:12+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Arikawa,Night Elf,4,Monk,10,Brewmaster,268,276.0,Maggsidr,Night Elf,4,Druid,11,Restoration,105,279.0,Shirosuke,Blood Elf,10,Warlock,9,Affliction,265,281.0,Hildír,Pandaren,26,Rogue,4,Subtlety,261,278.0,Jojobeanz,Night Elf,4.0,Demon Hunter,12.0,Devourer,1480.0,279.0,1688579
13953254,402374850,2026-04-17 23:43:38+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Kungfours-296524921,Pandaren,26,Monk,10,Brewmaster,268,279.438,Cedrikù-64250842,Highmountain Tauren,28,Druid,11,Restoration,105,277.438,Razlekas,Dracthyr,52,Evoker,13,Augmentation,1473,278.438,Хакадо,Blood Elf,10,Paladin,2,Retribution,70,277.125,Zekkebeamz,Blood Elf,10.0,Demon Hunter,12.0,Devourer,1480.0,282.125,1662914
13953505,402375063,2026-04-17 23:45:03+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Jedebutecalm,Dwarf,3,Monk,10,Brewmaster,268,277.438,Lmxhots,Night Elf,4,Druid,11,Restoration,105,275.312,Ekinahs,Dracthyr,70,Evoker,13,Augmentation,1473,275.312,Xarua,Night Elf,4,Death Knight,6,Frost,251,279.375,Pringoz,Night Elf,4.0,Warrior,1.0,Fury,72.0,275.125,1668252
13954664,402376089,2026-04-17 23:49:58+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Belnoob,Dwarf,3,Monk,10,Brewmaster,268,276.0,Haverford,Orc,2,Shaman,7,Restoration,264,278.875,Dàrk,Blood Elf,10,Death Knight,6,Unholy,252,280.562,Curtno,Human,1,Paladin,2,Retribution,70,281.125,Madoxxwl,Orc,2.0,Warlock,9.0,Demonology,266.0,276.75,1604411
14115288,402520105,2026-04-17 23:50:29+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Mirrowmonk,Dwarf,3,Monk,10,Brewmaster,268,275.0,Нумонахтипо,Night Elf,4,Monk,10,Mistweaver,270,277.0,Majojonhunt,Dwarf,3,Hunter,3,Beast Mastery,253,280.0,Заяец,Dwarf,3,Warrior,1,Fury,72,277.0,Nevodkan,Blood Elf,10.0,Demon Hunter,12.0,Devourer,1480.0,278.0,1647010
14045974,402457041,2026-04-17 23:50:39+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Randomzen,Night Elf,4,Monk,10,Brewmaster,268,272.0,Fipo,Pandaren,26,Monk,10,Mistweaver,270,276.0,Koffen,Night Elf,4,Hunter,3,Beast Mastery,253,280.0,Roltar,Night Elf,4,Warrior,1,Arms,71,278.0,Kylr,Void Elf,29.0,Warlock,9.0,Demonology,266.0,268.0,1529423
13956969,402378146,2026-04-17 23:51:08+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Raave,Night Elf,4,Monk,10,Brewmaster,268,278.0,Luminó,Night Elf,4,Priest,5,Discipline,256,275.0,Innelada,Blood Elf,10,Death Knight,6,Unholy,252,278.0,Shaamyy,Dwarf,3,Shaman,7,Elemental,262,279.0,Ztoji,Dracthyr,52.0,Evoker,13.0,Augmentation,1473.0,271.0,1634278
13955920,402377215,2026-04-17 23:54:09+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Brewmeister,Night Elf,4,Monk,10,Brewmaster,268,274.375,Santeras,Pandaren,25,Shaman,7,Restoration,264,281.312,Trixxwl,Orc,2,Warlock,9,Demonology,266,281.062,Slyfe,Night Elf,4,Demon Hunter,12,Devourer,1480,279.562,Doublemk,Night Elf,4.0,Monk,10.0,Windwalker,269.0,279.062,1398453
13958045,402379086,2026-04-18 00:02:14+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Sleepforweak,Pandaren,26,Monk,10,Brewmaster,268,274.938,Líqqymao,Tauren,6,Shaman,7,Restoration,264,277.188,Abgasnorm,Night Elf,4,Hunter,3,Survival,255,277.938,Feanir,Dracthyr,70,Evoker,13,Augmentation,1473,280.688,Nástýdk,Blood Elf,10.0,Death Knight,6.0,Unholy,252.0,279.625,1672955
14016909,402430878,2026-04-18 00:03:37+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Elíîmo,Human,1,Monk,10,Brewmaster,268,272.0,Filiziano,Tauren,6,Druid,11,Restoration,105,279.0,Kûshiná,Night Elf,4,Death Knight,6,Unholy,252,278.0,Dragun,Night Elf,4,Demon Hunter,12,Devourer,1480,276.0,Ámâru,Dracthyr,70.0,Evoker,13.0,Augmentation,1473.0,275.0,1586186
13959155,402380013,2026-04-18 00:05:33+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Azttec,Dwarf,3,Monk,10,Brewmaster,268,278.438,Dl,Draenei,11,Shaman,7,Restoration,264,276.438,Frapsy,Orc,2,Hunter,3,Marksmanship,254,274.5,Sozyinna,Dwarf,3,Warlock,9,Demonology,266,276.5,Wé,Dark Iron Dwarf,34.0,Mage,8.0,Frost,64.0,278.062,1690513
13962270,402382787,2026-04-18 00:12:35+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Красавчиклу,Void Elf,29,Monk,10,Brewmaster,268,278.0,Schlúmpf,Pandaren,26,Monk,10,Mistweaver,270,274.0,Eleres,Night Elf,4,Demon Hunter,12,Devourer,1480,274.0,Neverlaki,Dracthyr,52,Evoker,13,Augmentation,1473,276.0,Stéézy,Dwarf,3.0,Hunter,3.0,Beast Mastery,253.0,278.0,1692577
13961424,402382013,2026-04-18 00:13:07+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Тейлортомас,Orc,2,Monk,10,Brewmaster,268,272.5,Sennameow,Night Elf,4,Druid,11,Restoration,105,277.812,Drageprygl,Dracthyr,70,Evoker,13,Augmentation,1473,273.438,Dhenik,Human,1,Warlock,9,Demonology,266,278.438,Bresiak,Night Elf,4.0,Demon Hunter,12.0,Devourer,1480.0,276.25,1626187
13962395,402382896,2026-04-18 00:18:29+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Dákóta,Vulpera,35,Monk,10,Brewmaster,268,279.625,Loóna,Night Elf,4,Druid,11,Restoration,105,279.062,Noodlepog,Orc,2,Shaman,7,Enhancement,263,276.188,Zziqqt,Night Elf,4,Demon Hunter,12,Devourer,1480,278.188,Bicklige,Mag'har Orc,36.0,Rogue,4.0,Assassination,259.0,277.438,1645216
13975326,402394335,2026-04-18 00:24:54+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Pokapoka,Human,1,Paladin,2,Protection,66,279.0,Binder,Dracthyr,70,Priest,5,Discipline,256,281.0,Fatlife,Orc,2,Shaman,7,Elemental,262,277.0,Greuw,Night Elf,4,Druid,11,Balance,102,281.0,Anatherim,Orc,2.0,Rogue,4.0,Assassination,259.0,274.0,1446507
13964078,402359376,2026-04-18 00:25:12+00:00,season-mn-1,16,1800999,alliance,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Lindzelf,Night Elf,4,Monk,10,Brewmaster,268,278.25,Démid,Night Elf,4,Druid,11,Restoration,105,277.312,Kpsh,Night Elf,4,Hunter,3,Beast Mastery,253,278.5,Drugent-259031405,Haranir,86,Druid,11,Balance,102,274.0,Zynra,Night Elf,4.0,Warlock,9.0,Demonology,266.0,278.875,1693199
14040416,399516469,2026-04-18 00:25:55+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Sakandodk,Orc,2,Death Knight,6,Blood,250,275.0,Laidudu,Night Elf,4,Druid,11,Restoration,105,279.0,Qsyndrom,Night Elf,4,Demon Hunter,12,Devourer,1480,276.0,Cuboloa,Zandalari Troll,31,Paladin,2,Retribution,70,274.0,Imbuuzi,Dracthyr,70.0,Evoker,13.0,Augmentation,1473.0,271.0,1701342
14024705,402437887,2026-04-18 00:38:04+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Simplemk,Dwarf,3,Monk,10,Brewmaster,268,276.0,Cátwómán,Night Elf,4,Druid,11,Restoration,105,278.0,Desarus,Night Elf,4,Demon Hunter,12,Devourer,1480,278.0,Tenyn,Dracthyr,52,Evoker,13,Augmentation,1473,276.0,Waseem,Goblin,9.0,Warlock,9.0,Demonology,266.0,278.0,1579255
13968950,402388721,2026-04-18 00:42:59+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Craý,Dwarf,3,Monk,10,Brewmaster,268,277.0,Alzerino,Night Elf,4,Druid,11,Restoration,105,278.0,Irondh,Blood Elf,10,Demon Hunter,12,Devourer,1480,277.938,Евгрейв,Kul Tiran,32,Death Knight,6,Unholy,252,276.812,Бетморадрк,Dracthyr,70.0,Evoker,13.0,Augmentation,1473.0,280.938,1661764
13969304,402389032,2026-04-18 00:44:47+00:00,season-mn-1,16,1800999,horde,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Banjodunk,Orc,2,Monk,10,Brewmaster,268,277.375,Alevitar,Pandaren,26,Monk,10,Mistweaver,270,277.562,Dissi,Blood Elf,10,Mage,8,Frost,64,277.75,Lefish,Blood Elf,10,Demon Hunter,12,Havoc,577,277.688,Minyl,Highmountain Tauren,28.0,Death Knight,6.0,Unholy,252.0,280.688,1582382
13969526,402389217,2026-04-18 00:46:18+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Dogtank,Night Elf,4,Druid,11,Guardian,104,279.438,Illarri,Void Elf,29,Priest,5,Discipline,256,281.25,Simbi,Troll,8,Warlock,9,Affliction,265,279.312,Breen,Void Elf,29,Mage,8,Frost,64,275.938,Fxpe,Night Elf,4.0,Demon Hunter,12.0,Devourer,1480.0,274.5,1653777
13979356,402397897,2026-04-18 00:47:21+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Bimbimbap,Pandaren,26,Monk,10,Brewmaster,268,270.0,Saffÿ,Blood Elf,10,Monk,10,Mistweaver,270,275.0,Bouillote,Orc,2,Shaman,7,Elemental,262,275.0,Zatsupal,Blood Elf,10,Paladin,2,Retribution,70,272.0,Lifetapper,Night Elf,4.0,Warlock,9.0,Demonology,266.0,278.0,1679274
13972161,400554594,2026-04-18 01:01:00+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Feigeb,Dwarf,3,Monk,10,Brewmaster,268,279.25,Xoxuid,Troll,8,Druid,11,Restoration,105,276.438,Bigbowls,Night Elf,4,Demon Hunter,12,Devourer,1480,277.875,Wexg,Night Elf,4,Death Knight,6,Unholy,252,274.188,Altvoker,Dracthyr,52.0,Evoker,13.0,Augmentation,1473.0,277.0,1532505
13972360,402391721,2026-04-18 01:02:12+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Tokcar,Night Elf,4,Demon Hunter,12,Vengeance,581,276.562,Mâhluk,Troll,8,Shaman,7,Restoration,264,277.188,Effendì,Night Elf,4,Warrior,1,Fury,72,276.0,Paladinkas-284561055,Blood Elf,10,Paladin,2,Retribution,70,276.062,Brevmax-304929907,Dwarf,3.0,Warlock,9.0,Demonology,266.0,281.125,1504788
14003551,402419140,2026-04-18 01:09:07+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Ahmøn,Pandaren,26,Monk,10,Brewmaster,268,275.0,Shammyslag,Dwarf,3,Shaman,7,Restoration,264,277.0,Minumvoker,Dracthyr,70,Evoker,13,Augmentation,1473,272.0,Floxym,Dwarf,3,Mage,8,Frost,64,276.0,Pooié,Blood Elf,10.0,Demon Hunter,12.0,Devourer,1480.0,272.0,1525938
14115269,402520088,2026-04-18 01:12:45+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Тёмныйпринц,Dwarf,3,Monk,10,Brewmaster,268,281.0,Tabazkarate,Dwarf,3,Monk,10,Mistweaver,270,282.0,Nzgoth,Blood Elf,10,Death Knight,6,Unholy,252,280.0,Писятвтороой,Dwarf,3,Mage,8,Arcane,62,276.0,Рюкх,Night Elf,4.0,Demon Hunter,12.0,Devourer,1480.0,280.0,1353616
13978576,402397215,2026-04-18 01:24:59+00:00,season-mn-1,16,1800999,alliance,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Adileath,Haranir,86,Druid,11,Guardian,104,279.0,Xentomo,Dwarf,3,Monk,10,Mistweaver,270,277.0,Hateeveryone,Night Elf,4,Demon Hunter,12,Devourer,1480,279.0,Gagong,Night Elf,4,Warlock,9,Demonology,266,281.0,Daorsse,Dracthyr,52.0,Evoker,13.0,Augmentation,1473.0,276.0,1439453
13979213,402397775,2026-04-18 01:31:40+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Риоауди,Night Elf,4,Monk,10,Brewmaster,268,278.25,Syllvie,Blood Elf,10,Monk,10,Mistweaver,270,275.562,Nazaru,Mag'har Orc,36,Shaman,7,Elemental,262,280.25,Elvie,Goblin,9,Priest,5,Shadow,258,280.125,Фионикс,Blood Elf,10.0,Death Knight,6.0,Unholy,252.0,274.625,1546628
13995790,402412357,2026-04-18 01:34:24+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Då,Orc,2,Monk,10,Brewmaster,268,278.0,Effieson,Dwarf,3,Paladin,2,Holy,65,275.0,Clapxqt,Night Elf,4,Warrior,1,Arms,71,277.0,Antarâ,Undead,5,Mage,8,Frost,64,277.0,Dalote,Dwarf,3.0,Warlock,9.0,Demonology,266.0,282.0,1674856
13999904,402415899,2026-04-18 01:44:02+00:00,season-mn-1,16,1800999,alliance,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Wooki,Dwarf,3,Monk,10,Brewmaster,268,277.0,Glewellin,Night Elf,4,Druid,11,Restoration,105,276.0,Gulásch,Dwarf,3,Death Knight,6,Unholy,252,278.0,Huhuhey,Dracthyr,52,Evoker,13,Augmentation,1473,276.0,Hadooginahh,Void Elf,29.0,Warlock,9.0,Demonology,266.0,277.0,1562631
14003066,402418723,2026-04-18 02:37:19+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Светлячочек,Vulpera,35,Monk,10,Brewmaster,268,276.0,Йокун,Night Elf,4,Druid,11,Restoration,105,278.0,Pãrker,Blood Elf,10,Hunter,3,Marksmanship,254,275.0,Noosi,Night Elf,4,Rogue,4,Subtlety,261,278.0,Côrák,Void Elf,29.0,Warrior,1.0,Fury,72.0,278.0,1607107
14003002,402418672,2026-04-18 03:11:53+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Zyel,Night Elf,4,Monk,10,Brewmaster,268,279.188,Blackpinkfan,Human,1,Paladin,2,Holy,65,278.812,Ivradr,Dracthyr,70,Evoker,13,Augmentation,1473,278.312,Xuss,Orc,2,Death Knight,6,Unholy,252,278.438,Albiorix,Night Elf,4.0,Demon Hunter,12.0,Devourer,1480.0,278.5,1706266
14012568,402427154,2026-04-18 03:42:13+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Pivasik,Dwarf,3,Monk,10,Brewmaster,268,278.75,Vodilakamaza,Kul Tiran,32,Druid,11,Restoration,105,277.188,Huntkiki,Tauren,6,Hunter,3,Survival,255,279.062,Shrink,Void Elf,29,Priest,5,Shadow,258,278.438,Taborcigan,Night Elf,4.0,Warlock,9.0,Demonology,266.0,276.188,1631449
14016095,402430179,2026-04-18 04:00:20+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Wildonion,Pandaren,26,Monk,10,Brewmaster,268,278.25,Tavanoprokas,Troll,8,Druid,11,Restoration,105,278.312,Horchac,Night Elf,4,Warrior,1,Arms,71,279.062,Syebaka,Dracthyr,70,Evoker,13,Augmentation,1473,278.188,Inkdvoid,Night Elf,4.0,Demon Hunter,12.0,Devourer,1480.0,279.5,1620146
14021454,402434901,2026-04-18 04:02:03+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Bombabomba,Dwarf,3,Warrior,1,Protection,73,280.0,Erfun,Night Elf,4,Druid,11,Restoration,105,274.0,Høshimachi,Blood Elf,10,Death Knight,6,Unholy,252,281.0,Tikî,Haranir,91,Hunter,3,Beast Mastery,253,277.0,Vantii,Orc,2.0,Warlock,9.0,Demonology,266.0,279.0,1675317
14016415,402430440,2026-04-18 04:02:18+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Thoodmonk,Dwarf,3,Monk,10,Brewmaster,268,278.0,Ferosham,Orc,2,Shaman,7,Restoration,264,275.688,Drdesty,Mag'har Orc,36,Hunter,3,Survival,255,277.812,Anaialice,Void Elf,29,Rogue,4,Subtlety,261,278.75,Kotselove,Night Elf,4.0,Druid,11.0,Feral,103.0,277.438,1567638
14039970,402434559,2026-04-18 05:09:06+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Papifranko,Night Elf,4,Monk,10,Brewmaster,268,278.188,Belawra,Earthen,84,Shaman,7,Restoration,264,261.938,Hafseya,Night Elf,4,Demon Hunter,12,Devourer,1480,276.625,Daabess,Lightforged Draenei,30,Paladin,2,Retribution,70,275.938,Mooji,Dwarf,3.0,Rogue,4.0,Assassination,259.0,276.75,1639538
14066946,402475640,2026-04-18 05:32:18+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Vaelzen,Blood Elf,10,Monk,10,Brewmaster,268,278.0,Hedning,Haranir,86,Shaman,7,Restoration,264,279.0,Tsjarlie,Pandaren,26,Priest,5,Shadow,258,274.0,Carlacute,Night Elf,4,Demon Hunter,12,Havoc,577,275.0,Mästerkatten,Dracthyr,70.0,Evoker,13.0,Augmentation,1473.0,272.0,1641600
14058502,402467978,2026-04-18 06:40:14+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Geemill,Dark Iron Dwarf,34,Paladin,2,Protection,66,276.562,Lopalas,Blood Elf,10,Paladin,2,Holy,65,276.938,Valthazar,Night Elf,4,Demon Hunter,12,Devourer,1480,280.938,Säphirä,Dracthyr,52,Mage,8,Frost,64,277.688,Noodle,Blood Elf,10.0,Paladin,2.0,Retribution,70.0,278.125,1697081
14060446,402469678,2026-04-18 06:49:31+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Scalation,Dwarf,3,Monk,10,Brewmaster,268,276.562,Calzônë,Night Elf,4,Monk,10,Mistweaver,270,278.438,Bek,Orc,2,Shaman,7,Elemental,262,279.0,Wheelchairr,Dwarf,3,Death Knight,6,Unholy,252,277.188,Edenx,Blood Elf,10.0,Demon Hunter,12.0,Devourer,1480.0,274.188,1681026
14242371,402637057,2026-04-18 07:10:02+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Mñs,Dwarf,3,Monk,10,Brewmaster,268,277.0,Chocoshárk,Night Elf,4,Druid,11,Restoration,105,279.0,Tokyoghul,Night Elf,4,Demon Hunter,12,Devourer,1480,278.0,Roacjalock,Blood Elf,10,Warlock,9,Demonology,266,280.0,Tidz,Troll,8.0,Mage,8.0,Frost,64.0,278.0,1533381
14068830,402477364,2026-04-18 07:10:20+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Loosha,Pandaren,25,Monk,10,Brewmaster,268,275.625,Tempohlight,Dwarf,3,Paladin,2,Holy,65,278.438,Trommelmaik,Troll,8,Shaman,7,Elemental,262,276.562,Barradudu,Night Elf,4,Druid,11,Balance,102,277.938,Budgetsjele,Orc,2.0,Warlock,9.0,Demonology,266.0,275.812,1624670
14082034,402489411,2026-04-18 07:35:05+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Pivoslav,Dwarf,3,Monk,10,Brewmaster,268,277.438,Georgerist,Troll,8,Druid,11,Restoration,105,276.125,Dredanox,Blood Elf,10,Death Knight,6,Unholy,252,269.562,Bldrücker,Orc,2,Shaman,7,Elemental,262,271.188,Rofldot,Troll,8.0,Warlock,9.0,Demonology,266.0,280.438,1679518
14087826,402494704,2026-04-18 07:44:57+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Zlatorz,Blood Elf,10,Monk,10,Brewmaster,268,275.75,Procliss,Haranir,91,Druid,11,Restoration,105,278.438,Vizito,Blood Elf,10,Demon Hunter,12,Devourer,1480,278.0,Frandk,Orc,2,Death Knight,6,Unholy,252,274.812,Alkanol,Dracthyr,52.0,Evoker,13.0,Augmentation,1473.0,275.562,1610093
14099300,402505141,2026-04-18 08:10:18+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Mistskie,Night Elf,4,Monk,10,Brewmaster,268,277.188,Golddudu,Night Elf,4,Druid,11,Restoration,105,280.688,Sïsû,Orc,2,Warlock,9,Demonology,266,279.25,Bavaringles,Night Elf,4,Demon Hunter,12,Devourer,1480,279.5,Kindredirl,Dwarf,3.0,Hunter,3.0,Beast Mastery,253.0,279.062,1464494
14224489,402620525,2026-04-18 08:15:24+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Älwin,Blood Elf,10,Death Knight,6,Blood,250,276.0,Veldara,Night Elf,4,Druid,11,Restoration,105,276.0,Trentaure,Tauren,6,Hunter,3,Marksmanship,254,278.0,Popomaus,Dwarf,3,Warrior,1,Arms,71,276.0,Kereth,Night Elf,4.0,Death Knight,6.0,Unholy,252.0,280.0,1665925
14118797,402523251,2026-04-18 08:16:36+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Tyraf,Blood Elf,10,Paladin,2,Protection,66,270.0,Lhootik,Blood Elf,10,Priest,5,Discipline,256,275.0,Fragiiz,Orc,2,Death Knight,6,Unholy,252,274.0,Papillidan,Void Elf,29,Demon Hunter,12,Devourer,1480,277.0,Nelctus,Orc,2.0,Shaman,7.0,Elemental,262.0,277.0,1683360
